unique_id,bagging_freq,learning_rate,verbosity,n_estimators,lambda_l1,lambda_l2,num_leaves,feature_fraction,bagging_fraction,objective
M23887,1,0.05,-1,68,2.2730129382659032,5.388456454111387e-05,1118,0.9317269258851445,0.5776718704017507,l1
M23944,1,0.05,-1,81,3.831236138278393e-05,0.00014324879624102684,12,0.9450318120451608,0.5557635064489619,l2
M24093,1,0.05,-1,208,2.3672416165116772e-05,3.34907764664413e-08,36,0.5317630872872303,0.977679906117073,l2
M24353,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M24394,1,0.05,-1,302,7.351182329265025e-06,1.2998937613245126e-05,43,0.997284586088647,0.9262618955892257,l2
M24397,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M24561,1,0.05,-1,25,1.6867686877480186e-05,0.033033056779270514,2,0.8243289395954726,0.9271577847057386,l1
M24788,1,0.05,-1,762,8.110494533304515e-08,0.01312668776265694,87,0.8195980362743432,0.6157209040346677,l1
M24809,1,0.05,-1,750,2.0733814647116136e-05,0.027849983309132003,849,0.5375308000657162,0.7710683802508713,l1
M25091,1,0.05,-1,33,0.027986258230304234,4.0239709475948286e-06,6,0.7932564674050415,0.5100537730937468,l1
M25102,1,0.05,-1,263,9.510195962033462e-08,0.0018604653646509973,3,0.7572306087304912,0.9675884499754971,l2
M25172,1,0.05,-1,38,7.676311509855242e-07,0.00994434772166378,2,0.6183355496008762,0.6791819050013616,l1
M25353,1,0.05,-1,53,0.6408807093836716,1.58206348567688e-05,1711,0.6944287557601553,0.5976249843233731,l2
M25418,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M25542,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M25751,1,0.05,-1,31,5.3151483846546435e-08,0.06766457646904026,4,0.5773711615176929,0.7118748588229649,l2
M25801,1,0.05,-1,23,0.2102379171257233,7.501218490115144e-07,19,0.6065577461298371,0.5381891609996974,l1
M25967,1,0.05,-1,716,4.687738824983491e-08,0.047509914387836125,2,0.5494716020014122,0.9000472239682351,l2
M26001,1,0.05,-1,312,1.0231297224548426e-08,6.16296101330732e-07,45,0.7248796991396903,0.7286224924466449,l2
M26125,1,0.05,-1,199,0.010707688639130198,7.826261027298925e-07,327,0.918635241327511,0.9865447561769335,l1
M26212,1,0.05,-1,51,6.710404579678738,0.006431627431821704,640,0.6742571132853572,0.6090160002773385,l1
M26445,1,0.05,-1,491,0.00015737546095672116,2.0137838798343894e-05,79,0.6729097652189097,0.7594750250880609,l1
M26476,1,0.05,-1,26,0.0070731277171061,7.583504574367971e-07,61,0.9389280982672028,0.548593255074507,l1
M26758,1,0.05,-1,20,6.404746511189395e-05,4.727025682113365e-07,11,0.5822517213908315,0.7034326815437333,l2
M26788,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M26860,1,0.05,-1,182,2.4462757967076694e-06,0.0005119558161158846,3,0.7879732477780896,0.964648098788107,l2
M26874,1,0.05,-1,618,0.11732282527069147,5.662193336449932,251,0.9728658781618578,0.8323285320114644,l1
M27182,1,0.05,-1,283,0.002253610361452798,3.3367535508204763e-07,8,0.6467713661172311,0.9947546960649868,l2
M27253,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M27419,1,0.05,-1,22,1.0010768083076384e-08,7.883336336665691e-08,2,0.6753129777257537,0.6553634328794368,l1
M27429,1,0.05,-1,407,7.027761918338634e-07,0.051605112097244096,17,0.6009933162751303,0.9320086552419539,l2
M27489,1,0.05,-1,401,0.0519567664867752,2.907491937660629e-07,47,0.6465081926710528,0.5966035557808405,l1
M27594,1,0.05,-1,417,1.2355186768374344,1.5607892583370875e-06,144,0.9485431464787635,0.85525628573491,l2
M27751,1,0.05,-1,21,0.4935055289037995,2.811900449419233e-07,21,0.5009156559798373,0.50975612317816,l2
M28057,1,0.05,-1,20,6.244903008968517e-07,0.000670536675610217,343,0.5705171835385314,0.9197613247622629,l1
M28076,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M28309,1,0.05,-1,43,0.002351607820001814,2.4040868594248054e-05,631,0.6887210669869827,0.5685657939711337,l2
M28336,1,0.05,-1,21,2.8115240797625437e-08,0.007792255324264128,310,0.5035557966451402,0.915714997569778,l1
M28401,1,0.05,-1,714,1.2962939273141368e-08,4.5374726958753885e-05,2202,0.6807649345533543,0.846521572029356,l2
M28539,1,0.05,-1,20,1.0023077321961152e-08,0.5960696974438908,101,0.5892413444978879,0.7101119216345803,l1
M28589,1,0.05,-1,43,0.00010638378113930328,0.010286375574540296,61,0.8998267826458621,0.8660610951659659,l2
M28790,1,0.05,-1,529,7.326316408987164e-08,6.139530838198258,61,0.9883805440951685,0.802422759872523,l1
M28814,1,0.05,-1,281,2.6919795645288304e-06,0.04137578048520922,3037,0.624376571759979,0.7880786672089184,l1
M29080,1,0.05,-1,182,2.4462757967076694e-06,0.0005119558161158846,3,0.7879732477780896,0.964648098788107,l2
M29158,1,0.05,-1,75,1.9180097874730532e-06,1.1982073773004364e-06,2,0.707041180889855,0.9959809716032826,l2
M29293,1,0.05,-1,20,0.00023764559130912325,7.318028861816191e-07,504,0.5680315523115311,0.8946779741194463,l2
M29364,1,0.05,-1,20,1.5171542954193307,6.470475471775911e-06,442,0.5009156559798373,0.5107520973032696,l1
M29499,1,0.05,-1,974,7.813703342204032e-05,0.2129716796991827,572,0.714648581079819,0.5575665080588061,l2
M29516,1,0.05,-1,126,1.562063918216621e-08,4.24427960165238e-05,2,0.6200077162710952,0.8740218459217675,l1
M29727,1,0.05,-1,20,1.3958170841956799e-08,1.2841770322465959e-05,2,0.6854219966437116,0.6111017772059718,l2
M29851,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M29973,1,0.05,-1,81,5.299908087393419e-05,3.669227534831551e-07,22,0.5009156559798373,0.5215026505087652,l2
M30172,1,0.05,-1,534,1.64025903947831e-05,0.016199543222741003,14,0.5686800190533031,0.8315130337408955,l2
M30240,1,0.05,-1,183,3.831236138278393e-05,0.00034882554390676537,12,0.9450318120451608,0.8926082669624356,l2
M30431,1,0.05,-1,960,0.0008293177971302347,0.0002931725195049519,187,0.6881564950311556,0.9313036400476771,l2
M30475,1,0.05,-1,31,0.8496621944239804,0.030772685010831448,3,0.5931612336378425,0.6530399646258453,l2
M30482,1,0.05,-1,648,1.0758596696383333e-08,5.662193336449932,33,0.9748380221529573,0.8361133566264934,l1
M30731,1,0.05,-1,28,0.004698428998975598,0.0045275140914472715,114,0.5927585274562854,0.5004358874731654,l2
M30874,1,0.05,-1,49,0.018423477997499625,1.607272925412181e-07,8,0.8917953624658479,0.5151394050568436,l1
M30927,1,0.05,-1,62,8.683271378937723e-07,2.433779878868409,2337,0.6333664082278304,0.7827907034893454,l1
M31075,1,0.05,-1,529,7.326316408987164e-08,6.139530838198258,61,0.9883805440951685,0.802422759872523,l1
M31288,1,0.05,-1,27,0.0011734435842862636,1.351409250897733,1575,0.8792026634891011,0.5613314523764206,l2
M31460,1,0.05,-1,344,0.020245474025014778,0.004278714048807788,278,0.5923298082025206,0.6197501683280768,l2
M31467,1,0.05,-1,103,0.0028677344079246886,1.4884655406591142e-08,16,0.8300867687463425,0.645038803605222,l1
M31591,1,0.05,-1,47,3.7561342277759784,0.00010571300239371601,1215,0.8497396376587522,0.6487184754275668,l1
M31657,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M31681,1,0.05,-1,182,6.861059852424317e-07,1.1982073773004364e-06,2,0.707041180889855,0.885278397643993,l2
M31901,1,0.05,-1,25,7.855901083485761,0.014469389434685493,1590,0.919376129551126,0.6040666688681704,l1
M32053,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M32243,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M32319,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M32416,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M32526,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M32611,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M32744,1,0.05,-1,28,4.6344061328044993e-07,0.00026638287306668184,34,0.5766220623879835,0.6963462666564648,l1
M32831,1,0.05,-1,129,2.0162295321486955e-05,1.0356833525945441e-08,15,0.588084061742456,0.5447850350323005,l2
M33088,1,0.05,-1,33,4.836608486915032e-06,0.0013479823207365454,161,0.7871626244247893,0.8266004099285669,l1
M33091,1,0.05,-1,197,2.1397778619185994e-05,3.6160134535255496e-08,23,0.5009156559798373,0.9775648895756873,l2
M33311,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M33449,1,0.05,-1,618,0.11732282527069147,5.662193336449932,251,0.9728658781618578,0.8323285320114644,l1
M33507,1,0.05,-1,618,0.11732282527069147,5.662193336449932,251,0.9728658781618578,0.8323285320114644,l1
M33690,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M33740,1,0.05,-1,51,0.022016178868494742,0.0002858991694441793,140,0.8512958225628672,0.863724832210686,l2
M33846,1,0.05,-1,104,1.4643835479670656e-08,4.8246961573353086e-05,314,0.7113954739604521,0.9029505944767627,l2
M33963,1,0.05,-1,84,4.603491864387077e-05,3.8443878187606213e-07,34,0.5290260650461478,0.529391405188073,l2
M34151,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M34210,1,0.05,-1,26,9.065466739541135,5.172987359499957e-08,44,0.6046301343745091,0.6228329040092047,l2
M34407,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M34452,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M34525,1,0.05,-1,182,2.4462757967076694e-06,0.0005119558161158846,3,0.7879732477780896,0.964648098788107,l2
M34630,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M34839,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M34887,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M34918,1,0.05,-1,39,1.0819654897315694e-08,2.1136945987436096e-05,3,0.5740343014769055,0.7461474503779748,l1
M35070,1,0.05,-1,47,0.08104325034474304,7.440024757643675e-08,24,0.8991201982270025,0.6106695066415827,l1
M35298,1,0.05,-1,81,9.468476885558243,1.0356833525945441e-08,28,0.8920203664116668,0.6691212691054077,l1
M35308,1,0.05,-1,417,0.00017404980046627778,0.010433100620946507,5,0.8889212074195505,0.962534157187774,l2
M35521,1,0.05,-1,40,5.991929963284525e-07,7.76209518928126e-07,89,0.9169098027373804,0.8758152071722453,l1
M35607,1,0.05,-1,21,0.0028531183425783216,3.1720880386639668e-06,2,0.5597151640244858,0.5577096211995454,l1
M35692,1,0.05,-1,25,0.34080913635433996,3.63136877132978e-07,32,0.5317630872872303,0.529391405188073,l2
M35887,1,0.05,-1,667,0.0010669174605302634,1.505556561094091,99,0.9616523502239017,0.9930435973478055,l1
M36054,1,0.05,-1,398,0.1422531511111207,1.0994827623238491e-08,57,0.500901157741654,0.6049046537704481,l1
M36061,1,0.05,-1,41,0.008309467122232348,2.5542496613729266e-05,18,0.5048574312152396,0.6859519311572243,l1
M36187,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M36254,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M36471,1,0.05,-1,29,4.903551797316084e-07,2.622815538892004e-07,4032,0.8221973383154622,0.7674252132628759,l1
M36596,1,0.05,-1,118,5.693506871434356e-07,0.001990006265738946,145,0.7947335615275773,0.8589191775177663,l2
M36633,1,0.05,-1,360,0.00020046974948641477,6.61540283701373e-05,2,0.6351637822184519,0.7065371310748065,l2
M36965,1,0.05,-1,331,0.11507425629137803,0.11981317689179648,2817,0.9129831466616594,0.8954489768445771,l2
M37023,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M37113,1,0.05,-1,41,0.00966009636492421,8.583988821652716e-08,2,0.645228175160726,0.8967128899169637,l2
M37268,1,0.05,-1,263,2.500670626505871e-06,0.006995205971860202,3,0.8031974493404462,0.9110189245003116,l2
M37286,1,0.05,-1,103,0.0028677344079246886,1.4884655406591142e-08,16,0.8300867687463425,0.645038803605222,l1
M37374,1,0.05,-1,65,2.3503297993591288e-05,7.791818338450445e-08,4,0.6640618539835313,0.5559925097666875,l2
M37469,1,0.05,-1,26,0.009975260900142951,4.898007180254577e-05,73,0.5052820278941856,0.5503260173226999,l2
M37697,1,0.05,-1,23,0.0015747685334230315,1.5179948409894757,70,0.5071430202429026,0.7658998559125884,l1
M37813,1,0.05,-1,52,0.008531409725760686,3.2974695856837983,82,0.9444461852865685,0.5905059146849435,l2
M37814,1,0.05,-1,112,0.0005128754328409393,0.00017705344370521738,4,0.6142520566117362,0.7287536966299684,l1
M38083,1,0.05,-1,25,0.00025788795462217573,0.41991711624474476,896,0.5512299543463853,0.9180780867536956,l2
M38116,1,0.05,-1,25,1.2265430613162185e-08,0.00862173824748493,2,0.6091874007419802,0.7224193644635237,l2
M38298,1,0.05,-1,486,0.0007215948222916165,0.001587746675014399,3,0.6808808447630683,0.8163659289244654,l2
M38505,1,0.05,-1,64,5.660819303736353,8.532187639554799e-05,6,0.6526871540410604,0.6422338758223582,l2
M38515,1,0.05,-1,72,0.47512054737505366,9.946574518833548e-06,19,0.688399651524357,0.6895993097006529,l2
M38691,1,0.05,-1,750,0.08250181968533025,0.8605021209507477,12,0.5587998094192276,0.944452221063785,l1
M38752,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M38868,1,0.05,-1,21,0.05198614143804044,2.5521742082475325e-05,154,0.5812922010009772,0.5140433067659264,l1
M38878,1,0.05,-1,51,1.2962939273141368e-08,1.6362061220050758e-05,2,0.7507328131072386,0.9970488884971886,l1
M39183,1,0.05,-1,41,0.00016800711117720803,6.870406422568814e-07,38,0.6214275484821834,0.9000939190908442,l2
M39275,1,0.05,-1,103,0.0028677344079246886,1.4884655406591142e-08,16,0.8300867687463425,0.645038803605222,l1
M39321,1,0.05,-1,73,5.49784257786968e-07,4.6661120553988366e-07,42,0.7411617260435392,0.6577200255290131,l2
M39548,1,0.05,-1,21,4.6079047520396434,0.01253604988914071,69,0.7400943131940261,0.9898581631356915,l1
M39629,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M39673,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M39785,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M40056,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M40073,1,0.05,-1,401,0.00023752329549219856,2.3432604115780805e-07,11,0.8239817288406927,0.6189374085351116,l1
M40206,1,0.05,-1,77,0.04246885123908939,4.572711147263502e-06,9,0.6943604497416431,0.5216940557000297,l2
M40226,1,0.05,-1,25,0.044682389041933904,3.727582610844557e-07,407,0.7065761889979276,0.575936802188455,l1
M40502,1,0.05,-1,684,2.3430270840804653e-07,0.009262971339795931,1744,0.9980827512113492,0.7923656668157357,l2
M40565,1,0.05,-1,109,0.16932402113174858,1.398882028367236e-07,81,0.7287043159851084,0.8095930184660765,l1
M40738,1,0.05,-1,128,0.0059904859587181225,1.1611650015713815e-06,96,0.9046987933806975,0.7950575127677398,l2
M40790,1,0.05,-1,618,0.11732282527069147,5.662193336449932,251,0.9728658781618578,0.8323285320114644,l1
M40814,1,0.05,-1,626,0.0017039461034363888,0.8622203259760316,360,0.8626271399098202,0.7506621909633511,l1
M41000,1,0.05,-1,529,7.326316408987164e-08,6.139530838198258,61,0.9883805440951685,0.802422759872523,l1
M41212,1,0.05,-1,174,1.3910402319160883e-05,7.678111528156661e-07,2,0.9063755307302866,0.8482962764413704,l2
M41311,1,0.05,-1,41,0.21622211986308804,2.479995854820538e-07,395,0.6470702341750105,0.5685897521744594,l2
M41349,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M41546,1,0.05,-1,790,3.510702215977753,3.0212931721998855,9,0.8990796107364968,0.9462414078445669,l2
M41568,1,0.05,-1,508,1.0485025112606159e-08,9.54531738213779,316,0.9745310708133893,0.9008807011268186,l1
M41714,1,0.05,-1,33,0.027986258230304234,4.0239709475948286e-06,6,0.7932564674050415,0.5100537730937468,l1
M41767,1,0.05,-1,169,0.0004481318663027949,6.143326216670033e-07,108,0.7447525840989097,0.9488986025258654,l1
M42081,1,0.05,-1,35,1.4196970345163695,6.870406422568814e-07,57,0.5784368179689998,0.5919203197041579,l2
M42166,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M42213,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M42305,1,0.05,-1,182,2.4462757967076694e-06,0.0005119558161158846,3,0.7879732477780896,0.964648098788107,l2
M42545,1,0.05,-1,25,0.1430039720362631,6.148664646198228e-08,14,0.6762457596079172,0.8875773051445419,l1
M42554,1,0.05,-1,47,0.00767578879902912,0.00019323050910975887,2,0.5884066639791943,0.505897047518162,l1
M42737,1,0.05,-1,529,7.326316408987164e-08,6.139530838198258,61,0.9883805440951685,0.802422759872523,l1
M42944,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M42955,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M43202,1,0.05,-1,865,0.2748866382054119,0.0004175945913670361,2,0.9747726312530426,0.5829877567189525,l1
M43278,1,0.05,-1,20,0.5935155960873638,0.009901175719745314,386,0.7524247692268539,0.5146833060744345,l1
M43304,1,0.05,-1,146,3.814026683470767e-05,0.0018757036753196748,2,0.7582163724900507,0.934794733612672,l2
M43326,1,0.05,-1,290,2.6090647707948706,0.002834577665462672,622,0.655892122902276,0.7154402067616517,l2
M43645,1,0.05,-1,44,0.00609361638453751,7.190885034466764e-08,737,0.8233924632262928,0.9657129457735323,l1
M43733,1,0.05,-1,225,1.3876087906930041,4.4923632604301716e-05,963,0.9280094562801138,0.9869585680394415,l2
M43776,1,0.05,-1,68,4.7628196220143894e-08,2.91885174260989e-06,24,0.6612091504685829,0.5760253657452488,l2
M43834,1,0.05,-1,438,1.0586441237279293e-05,0.6296706852484882,86,0.5618678073518147,0.558509941025363,l2
M44137,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M44166,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M44188,1,0.05,-1,527,0.0070537461158511955,0.288542296351991,611,0.899034611376228,0.7377800370102976,l1
M44366,1,0.05,-1,330,4.733322790886081e-07,1.563129936937752e-05,2,0.551808445542912,0.995719675489283,l2
M44540,1,0.05,-1,910,0.00043311944955389697,1.1879789143439045e-05,46,0.6837800023315436,0.9650807148742664,l2
M44567,1,0.05,-1,182,2.4462757967076694e-06,0.0005119558161158846,3,0.7879732477780896,0.964648098788107,l2
M44850,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M44899,1,0.05,-1,59,8.894794932303726e-07,6.615447146413254,803,0.6647872155345969,0.5500798613696253,l1
M45043,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M45071,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M45257,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M45360,1,0.05,-1,20,0.08104325034474304,2.924529460361574e-05,640,0.7436513901446542,0.6106695066415827,l1
M45524,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M45684,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M45855,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M45863,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M45906,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M45948,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M46226,1,0.05,-1,733,1.0920735358541422e-06,6.303597832197172e-07,7,0.820979216616275,0.998440691873324,l2
M46283,1,0.05,-1,91,6.066756502068574e-05,1.074397798159824e-05,2,0.9169098027373804,0.763780434128154,l2
M46338,1,0.05,-1,79,0.007881250107849699,2.1030180360728756e-06,10,0.7324274050653982,0.5861184431184243,l2
M46574,1,0.05,-1,38,0.004537774931775037,1.3589850328174936e-05,34,0.5617659653157401,0.7190072729274839,l2
M46601,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M46711,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M46864,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M46940,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M47016,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M47166,1,0.05,-1,36,9.848640172873773e-08,0.008071724032088088,4,0.5982911808400267,0.684362585330482,l1
M47312,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M47462,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M47573,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M47606,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
M47801,1,0.05,-1,59,1.2071717147200167e-07,4.626598127080078e-06,4,0.658991589696988,0.707131497257335,l2
